<<<<<<< HEAD
SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,VL_APROVACAO_2017_SI_4,VL_APROVACAO_2019_SI_4,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2017,VL_INDICADOR_REND_2019,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2017,VL_NOTA_MATEMATICA_2019,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2017,VL_NOTA_PORTUGUES_2019,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2017,VL_NOTA_MEDIA_2019,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2017,VL_OBSERVADO_2019,VL_OBSERVADO_2021,VL_PROJECAO_2019,VL_PROJECAO_2021,RESULTADO_2019,RESULTADO_2021
PB,2516003.0,Solânea,25060376.0,ECIT ALFREDO PESSOA DE LIMA,Estadual,76.1,95,94.7,0.766396,0.953835,0.945471,ND,293.86,ND,ND,293.69,ND,-,5.213318,-,-,5.0,,,5.2,,
PB,2516003.0,Solânea,25060406.0,EEEFM ARLINDO RAMALHO,Estadual,73.3,68,68.6,0.725939,0.683116,0.692754,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2516102.0,Soledade,25058304.0,ECIT DOUTOR TRAJANO NOBREGA,Estadual,75.7,96.5,100,0.753056,0.968161,1,ND,294.64,ND,ND,309.28,ND,-,5.457657,-,-,5.3,,,5.5,,
PB,2516102.0,Soledade,25058371.0,EEEFM E EJA PADRE JOSE ANTONIO MARIA IBIAPINA,Estadual,-,92.3,98.4,-,0.922315,0.982854,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2516151.0,Sossêgo,25056581.0,ECI EEFM JOSE VITORINO DE MEDEIROS,Estadual,93.4,86.3,96.2,0.934704,0.864432,0.965448,248.68,274.69,ND,234.77,277.48,ND,3.696732,4.701412,-,3.5,4.1,,3.7,3.9,0.39999999999999947,
PB,2516201.0,Sousa,25018027.0,IFPB - CAMPUS SOUSA,Federal,78,89.7,80.5,0.758846,0.904147,0.810961,ND,ND,285.51,ND,ND,291.26,-,-,5.059666,-,,4.1,,,,
PB,2516201.0,Sousa,25018060.0,EEEFM IZIDRA PACIFICO DE ARAUJO,Estadual,-,73,-,-,0.66079,-,-,ND,-,-,ND,-,-,-,-,-,,,,,,
PB,2516201.0,Sousa,25018140.0,EEEFM CELSO MARIZ,Estadual,72.6,88.3,100,0.773617,0.882257,1,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2516201.0,Sousa,25018183.0,EEEFM ESTEVAM MARINHO,Estadual,96.4,84.4,100,0.94731,0.852717,1,ND,252.61,250.26,ND,247,238.59,-,3.935012,3.776108,-,3.4,3.8,,3.6,,0.19999999999999973
PB,2516201.0,Sousa,25018272.0,EEEFM PROF DIONE DINIZ OLIVEIRA DIAS,Estadual,84.3,82.3,98.8,0.817731,0.834686,0.985244,266.31,285.59,235.05,256.86,275.47,244.3,4.275033,4.824412,3.647964,3.5,4.0,3.6,3.7,3.9,0.2999999999999998,-0.2999999999999998
PB,2516201.0,Sousa,25018280.0,ECI MESTRE JULIO SARMENTO,Estadual,87.3,92.9,99.8,0.860482,0.935603,0.998328,298.13,323.11,294.45,288.6,310.44,301.81,5.197093,5.874881,5.343162,4.5,5.5,5.3,4.7,4.9,0.7999999999999998,0.39999999999999947
PB,2516201.0,Sousa,25018582.0,ENE JOSE DE PAIVA GADELHA,Estadual,81.1,85.1,98.7,0.840575,0.844562,0.987649,266.63,274.92,ND,260.89,277.1,ND,4.339857,4.698954,-,3.6,4.0,,3.9,4.1,0.10000000000000009,
PB,2516201.0,Sousa,25018639.0,EEEF DR THOMAZ PIRES,Estadual,66.3,83.9,93.4,0.689179,0.841203,0.928253,275.55,284.44,ND,274.31,290.7,ND,4.666036,5.036254,-,3.2,4.2,,3.4,3.6,0.8000000000000003,
PB,2516201.0,Sousa,25019228.0,EEEFM ANTONIO TEODORO NETO,Estadual,71.1,72.6,95.8,0.71974,0.740081,0.959639,ND,256.46,ND,ND,283.59,ND,-,4.53684,-,-,3.4,,,3.6,,
PB,2516201.0,Sousa,25130242.0,ECIT ESTADUAL CHIQUINHO CARTAXO,Estadual,-,-,99.3,-,-,0.992974,-,-,277.52,-,-,285.27,-,-,4.857776,-,,4.8,,,,
PB,2516300.0,Sumé,25049496.0,ECITE JOSE GONCALVES DE QUEIROZ,Estadual,77.5,82.7,100,0.776623,0.824711,1,261.25,ND,ND,260.31,ND,ND,4.255612,-,-,3.3,,,3.5,3.7,,
PB,2516409.0,Tacima,25060996.0,ECI DR TERCILIO TEIXEIRA DA CRUZ,Estadual,61.8,75.4,92.1,0.616545,0.769923,0.921914,ND,248.93,ND,ND,249.19,ND,-,3.916111,-,-,3.0,,,3.2,,
PB,2516508.0,Taperoá,25050435.0,ECIT MELQUIADES VILAR,Estadual,62.3,94.1,100,0.617615,0.944821,1,261.78,329.17,281.68,271.3,324.24,285.64,4.427577,6.166581,4.921742,2.7,5.8,4.9,3.1,3.3,2.6999999999999997,1.6000000000000005
PB,2516508.0,Taperoá,25050486.0,EEEFM FELIX DALTRO,Estadual,-,72.8,91.8,-,0.737675,0.921773,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2516607.0,Tavares,25037226.0,ECI ADRIANO FEITOSA,Estadual,68.8,82.7,100,0.713395,0.838038,1,277.43,300.01,ND,265.75,284.66,ND,4.564296,5.164515,-,3.3,4.3,,3.5,3.7,0.7999999999999998,
PB,2516607.0,Tavares,25037234.0,EEEFM POVOADO SILVESTRE,Estadual,92.2,89.6,92.9,0.92506,0.907791,0.925145,249.72,272.8,ND,256.56,293.54,ND,4.037536,4.915286,-,3.7,4.5,,4.0,4.2,0.5,
PB,2516706.0,Teixeira,25037803.0,ECIT SEBASTIAO GUEDES DA SILVA,Estadual,76.8,87.3,97.7,0.79911,0.885629,0.976658,255.7,270.58,ND,258.38,267.37,ND,4.14877,4.49234,-,3.3,4.0,,3.5,3.7,0.5,
PB,2516755.0,Tenório,25123297.0,ECI MARIA ELIDIA RANGEL,Estadual,89.6,94.4,100,0.896381,0.942546,1,268.71,283,ND,266.41,288.33,ND,4.451705,4.980551,-,4,4.7,,4.2,4.4,0.5,
PB,2516805.0,Triunfo,25012185.0,EEEF ANTONIO FRANCISCO DUARTE,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2516805.0,Triunfo,25012207.0,ECI EEM BERNARDINO JOSE BATISTA,Estadual,75,67.8,100,0.774756,0.663541,1,262.12,262.82,271.12,267.65,273.87,286.19,4.377711,4.480657,4.781661,3.4,3.0,4.8,3.6,3.8,-0.6000000000000001,1.0
PB,2516904.0,Uiraúna,25012916.0,ECIT DOUTOR JOSE DUARTE FILHO,Estadual,82.4,80.6,98.9,0.80014,0.81308,0.988404,237.28,261.91,ND,243.47,264.02,ND,3.666859,4.320421,-,2.9,3.5,,3.1,3.4,0.3999999999999999,
PB,2516904.0,Uiraúna,25012924.0,EEEFM JOVELINA GOMES,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2516904.0,Uiraúna,25012967.0,EEEF MONS CONSTANTINO VIEIRA,Estadual,76.5,-,-,0.64104,-,-,201.62,-,-,222.18,-,-,2.847304,-,-,1.8,,,2.0,2.2,,
PB,2517001.0,Umbuzeiro,25084950.0,ECIT PRESIDENTE JOAO PESSOA,Estadual,89,91.3,100,0.897797,0.917705,1,ND,237.87,ND,ND,235.07,ND,-,3.549397,-,-,3.3,,,3.5,,
PB,2517100.0,Várzea,25040600.0,ECIEEM ODILON DE FIGUEIREDO,Estadual,81.1,83.7,-,0.811709,0.772551,-,ND,268.67,-,ND,264.24,-,-,4.418658,-,-,3.4,,,3.6,,
PB,2517209.0,Vieirópolis,25019740.0,ECI EST EM MARIA MOREIRA PINTO,Estadual,89.4,92.9,100,0.89916,0.927751,1,269.14,273.38,ND,265.27,262.07,ND,4.440678,4.452325,-,4,4.1,,4.2,4.4,-0.10000000000000053,
PB,2517407.0,Zabelê,25048368.0,EEEFM PROF MARIA CELESTE DO NASCIMENTO,Estadual,77.5,98.4,100,0.753536,0.970713,1,ND,246.92,240.17,ND,232.62,232.34,-,3.639827,3.540832,-,3.5,3.5,,3.7,,-0.20000000000000018
=======
SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,VL_APROVACAO_2017_SI_4,VL_APROVACAO_2019_SI_4,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2017,VL_INDICADOR_REND_2019,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2017,VL_NOTA_MATEMATICA_2019,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2017,VL_NOTA_PORTUGUES_2019,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2017,VL_NOTA_MEDIA_2019,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2017,VL_OBSERVADO_2019,VL_OBSERVADO_2021,VL_PROJECAO_2019,VL_PROJECAO_2021,RESULTADO_2019,RESULTADO_2021
PB,2500106.0,Água Branca,25033204.0,ECI EEM JOSE NOMINANDO,Estadual,85.5,78.2,100,0.839911,0.804407,1,273.19,281.98,271.86,265.58,274.68,272,4.502201,4.761884,4.579629,3.8,3.8,4.6,4.0,4.2,-0.20000000000000018,0.39999999999999947
PB,2500205.0,Aguiar,25023489.0,ECI EEM AGENOR MENDES PEDROSA,Estadual,87.2,79.5,98.7,0.874678,0.799401,0.989449,237,271.79,ND,232.74,265.7,ND,3.502298,4.484334,-,3.1,3.6,,3.3,3.5,0.30000000000000027,
PB,2500304.0,Alagoa Grande,25062638.0,EEEFM PADRE HILDON BANDEIRA,Estadual,64.8,55.7,99.1,0.656217,0.538329,0.941691,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2500304.0,Alagoa Grande,25062816.0,ECIT OSWALDO TRIGUEIRO DE ALBUQUERQUE MELO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2500403.0,Alagoa Nova,25063340.0,ECIT MONSENHOR JOSE BORGES DE CARVALHO,Estadual,69.4,75.9,92.4,0.697527,0.778978,0.92242,253.33,266.13,ND,254.4,269.96,ND,4.055903,4.468612,-,2.8,3.5,,3.0,3.2,0.5,
PB,2500502.0,Alagoinha,25066374.0,ECIT AGENOR CLEMENTE DOS SANTOS,Estadual,75.9,94.3,98.8,0.76864,0.947206,0.984348,257.83,ND,ND,260.19,ND,ND,4.205782,-,-,3.2,,,3.4,3.7,,
PB,2500536.0,Alcantil,25051598.0,ECIT PROFESSORA MARIA CECILIA DE CASTRO,Estadual,77.3,83.7,94.2,0.785208,0.830689,0.949754,261.27,289.04,ND,263.16,286.7,ND,4.298558,5.040981,-,3.4,4.2,,3.6,3.8,0.6000000000000001,
PB,2500577.0,Algodão de Jandaíra,25152823.0,ECI EUCLIDES MOUZINHO SANTOS,Estadual,86.4,90,-,0.847531,0.911377,-,228.17,252.61,-,223.97,258.64,-,3.246993,4.109264,-,2.8,3.7,,3.0,3.2,0.7000000000000002,
PB,2500601.0,Alhandra,25100033.0,ECIT RENATO RIBEIRO COUTINHO,Estadual,73.7,75.4,84,0.748694,0.751483,0.836589,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2500601.0,Alhandra,25100041.0,EEEFM BARAO DO ABIAI,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2500601.0,Alhandra,25102519.0,EEEFM ANTONIO CAMELO,Estadual,77.1,87.7,100,0.77214,0.878686,1,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2500700.0,São João do Rio do Peixe,25004875.0,ENE MIN JOSE AMERICO DE ALMEIDA,Estadual,-,69.4,98.9,-,0.749193,0.97026,-,263.35,ND,-,253.8,ND,-,4.187651,-,-,3.1,,,3.3,,
PB,2500700.0,São João do Rio do Peixe,25004883.0,ECIT CORONEL JACOB GUILHERME FRANTZ,Estadual,73.9,91.7,99.6,0.739475,0.919173,0.995968,250.55,267.93,ND,247.59,264.54,ND,3.914912,4.412756,-,2.9,4.1,,3.1,3.3,0.9999999999999996,
PB,2500700.0,São João do Rio do Peixe,25004999.0,EEEF DE BANDARRA,Estadual,-,-,100,-,-,1,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2500734.0,Amparo,25049640.0,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO MEDIO DE AMPARO,Estadual,84.7,98.3,98.5,0.847087,0.984536,0.985597,ND,218.54,ND,ND,238.12,ND,-,3.323567,-,-,3.3,,,3.5,,
PB,2500775.0,Aparecida,25018094.0,ECI EEFM DR JOSE GADELHA,Estadual,85.8,92.1,99.1,0.860222,0.930524,0.990622,ND,268.45,ND,ND,265.68,ND,-,4.437125,-,-,4.1,,,4.3,,
PB,2500809.0,Araçagi,25066668.0,EEEFM RODRIGUES DE CARVALHO,Estadual,-,86.9,99.6,-,0.872891,0.959955,-,239.02,ND,-,238.81,ND,-,3.621537,-,-,3.2,,,3.4,,
PB,2500809.0,Araçagi,25066676.0,ECI FRANCISCO PESSOA DE BRITO,Estadual,76.9,90.7,97,0.801435,0.900784,0.970572,235.36,270.09,242,240.66,276.79,243.22,3.597827,4.626476,3.729409,2.9,4.2,3.6,3.1,3.3,1.1,0.30000000000000027
PB,2500908.0,Arara,25054767.0,EEEFM E EJA ANESIO DEODONIO MORENO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2500908.0,Arara,25054783.0,ECI EEM MONSENHOR JOSE PAULINO,Estadual,57.8,59.7,94.6,0.596158,0.594036,0.939581,264.69,ND,ND,273.46,ND,ND,4.500783,-,-,2.7,,,3.1,3.3,,
PB,2501005.0,Araruna,25058975.0,ECIT BENJAMIN MARANHAO,Estadual,73.1,93,98.3,0.722577,0.945244,0.977352,238.46,279.04,ND,235.97,275.21,ND,3.571157,4.728526,-,2.6,4.5,,2.8,3.0,1.7000000000000002,
PB,2501005.0,Araruna,25059017.0,EEEFM TARGINO PEREIRA,Estadual,-,80.4,100,-,0.831003,1,-,235.75,ND,-,250.15,ND,-,3.74537,-,-,3.1,,,3.3,,
PB,2501104.0,Areia,25064126.0,EEEIEFM CARLOTA BARREIRA,Estadual,84.9,79.1,99.8,0.855559,0.778987,0.997992,ND,265.66,ND,ND,270.82,ND,-,4.474886,-,-,3.5,,,3.7,,
PB,2501104.0,Areia,25064134.0,ECIT MINISTRO JOSE AMERICO DE ALMEIDA,Estadual,77.6,93.9,100,0.780271,0.948057,1,ND,276.93,ND,ND,280.18,ND,-,4.773292,-,-,4.5,,,4.7,,
PB,2501104.0,Areia,25064142.0,EEEF ALVARO MACHADO,Estadual,-,76,-,-,0.766612,-,-,ND,-,-,ND,-,-,-,-,-,,,,,,
PB,2501153.0,Areia de Baraúnas,25020374.0,EEEFM CLOVIS SATIRO,Estadual,96.8,95.7,100,0.966501,0.954545,1,240.83,223.49,ND,226.41,234.99,ND,3.461329,3.346233,-,3.3,3.2,,3.6,3.8,-0.3999999999999999,
PB,2501203.0,Areial,25061402.0,ECI PREFEITO FRANCISCO A SILVA,Estadual,68.3,72.9,95,0.716645,0.736346,0.952792,251.6,294.34,ND,266.5,298.77,ND,4.212743,5.296108,-,3,3.9,,3.2,3.4,0.6999999999999997,
PB,2501302.0,Aroeiras,25083490.0,ECI DEPUTADO CARLOS PESSOA FILHO,Estadual,86.1,90,100,0.862469,0.908027,1,ND,266.88,ND,ND,283.45,ND,-,4.681092,-,-,4.3,,,4.5,,
PB,2501302.0,Aroeiras,25083597.0,EEEFM MAJOR JOSE BARBOSA,Estadual,-,90.6,100,-,0.909671,1,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2501351.0,Assunção,25050427.0,ECI EEM JOAO ROGERIO DIAS TOLEDO,Estadual,88.6,70.3,100,0.887448,0.70064,1,247.56,ND,ND,257.11,ND,ND,4.015433,-,-,3.6,,,3.8,4.0,,
PB,2501401.0,Baía da Traição,25085875.0,EEEFM MATIAS FREIRE,Estadual,92.1,85,100,0.922214,0.848506,1,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2501401.0,Baía da Traição,25101978.0,EEIEFM AKAJUTIBIRO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2501401.0,Baía da Traição,25120778.0,EEIEFM PEDRO POTI,Estadual,95.3,93.5,98.3,0.952974,0.93503,0.982804,211.73,ND,ND,207.07,ND,ND,2.7631,-,-,2.6,,,2.8,3.0,,
PB,2501500.0,Bananeiras,25064800.0,UFPB - COLEGIO AGRICOLA VIDAL DE NEGREIROS DA UFPB,Federal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2501500.0,Bananeiras,25064894.0,ECIT JOSE ROCHA SOBRINHO,Estadual,65.5,85,95.2,0.655985,0.859254,0.949582,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2501500.0,Bananeiras,25065025.0,ENE PROF PEDRO A DE ALMEIDA,Estadual,-,70.5,87.2,-,0.762738,0.881258,-,241.42,ND,-,250.97,ND,-,3.83728,-,-,2.9,,,3.1,,
PB,2501534.0,Baraúna,25118579.0,EEEM PREFEITO SEVERINO PEREIRA GOMES,Estadual,66.8,75.9,97.1,0.718415,0.761929,0.97482,253.66,261.93,ND,262.67,262.25,ND,4.18434,4.294205,-,3,3.3,,3.2,3.4,0.09999999999999964,
PB,2501575.0,Barra de Santana,25052497.0,ECI EEM ALMIRANTE ANTONIO HERACLITO DO REGO,Estadual,88.4,80.8,100,0.888956,0.821395,1,245.54,257.66,ND,235.7,262.12,ND,3.666553,4.232287,-,3.3,3.5,,3.5,3.7,0.0,
PB,2501609.0,Barra de Santa Rosa,25055046.0,ECIT JOSE LUIZ NETO,Estadual,79.6,82.8,95.7,0.801212,0.826001,0.957751,ND,268.54,ND,ND,265.45,ND,-,4.434946,-,-,3.7,,,3.9,,
PB,2501708.0,Barra de São Miguel,25051296.0,EEE FUNDAMENTAL E MEDIO MELQUIADES TEJO,Estadual,85.6,84.2,93.9,0.82405,0.84189,0.934807,231.59,254.92,ND,229.87,258.36,ND,3.38335,4.137516,-,2.8,3.5,,3.0,3.2,0.5,
PB,2501807.0,Bayeux,25090879.0,EEEFM ENG JOSE DAVILA LINS,Estadual,63,68.1,98.4,0.64481,0.662792,0.984305,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2501807.0,Bayeux,25090887.0,ECIT PROFESSOR ANTONIO GOMES,Estadual,59.7,70.2,99.2,0.605215,0.704307,0.990268,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2501807.0,Bayeux,25090909.0,ECI IRINEU PINTO,Estadual,88.3,77.7,95.7,0.900934,0.78269,0.954809,259.72,262.45,ND,260.43,267.5,ND,4.23592,4.380101,-,3.8,3.4,,4.0,4.3,-0.6000000000000001,
PB,2501807.0,Bayeux,25090984.0,ECI EEFM JOAO CAETANO,Estadual,62.1,60.9,92.1,0.639761,0.596678,0.921821,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2501807.0,Bayeux,25091000.0,EEEF TANCREDO NEVES,Estadual,-,66.7,84.7,-,0.6442,0.835017,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2501807.0,Bayeux,25091018.0,EEEF VERALDO LEITE,Estadual,-,81.8,90.9,-,0.815059,0.913995,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2501807.0,Bayeux,25127594.0,ECIT BAYEUX ERENICE CAVALCANTE FIDELIS,Estadual,96,94.1,97.9,0.961177,0.942767,0.978289,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2501906.0,Belém,25067133.0,ECIT ENG MARCIA GUEDES ALCOFORADO DE CARVALHO,Estadual,75.6,86.7,95,0.768705,0.868133,0.951117,229.04,256.24,253.89,238.96,274.24,274.75,3.483614,4.39378,4.368409,2.7,3.8,4.2,2.9,3.1,0.8999999999999999,1.1
PB,2501906.0,Belém,25067141.0,EEEFM FELINTO ELIZIO,Estadual,-,96.1,96,-,0.960189,0.959637,-,233.72,ND,-,254.52,ND,-,3.782278,-,-,3.6,,,3.8,,
PB,2502003.0,Belém do Brejo do Cruz,25000047.0,ECI NOSSA SENHORA DA CONCEICAO,Estadual,76.7,77.4,100,0.775889,0.779263,1,243.45,284.98,ND,235.41,271.04,ND,3.632858,4.749527,-,2.8,3.7,,3.0,3.2,0.7000000000000002,
PB,2502003.0,Belém do Brejo do Cruz,25000055.0,EEEFM AMERICO MAIA,Estadual,-,78.6,-,-,0.783404,-,-,221.21,-,-,204.75,-,-,2.861516,-,-,2.2,,,2.4,,
PB,2502052.0,Bernardino Batista,25012193.0,EEEFM NELSON BATISTA ALVES,Estadual,66.7,97.4,100,0.58597,0.975157,1,ND,284.19,ND,ND,279.73,ND,-,4.868522,-,-,4.7,,,5.0,,
PB,2502102.0,Boa Ventura,25027573.0,ECI EEM JOAO CAVALCANTE SULA,Estadual,88.5,85.1,100,0.893427,0.858878,1,231.23,257.27,ND,225.6,263.35,ND,3.314372,4.245222,-,3,3.6,,3.2,3.4,0.3999999999999999,
PB,2502151.0,Boa Vista,25075918.0,ECI EEM TEODOSIO DE OLIVEIRA LEDO,Estadual,95.7,89.9,100,0.953124,0.909755,1,237.4,255.16,239.56,247.6,259.16,252.32,3.730371,4.152863,3.831366,3.6,3.8,3.8,3.8,4.0,0.0,-0.20000000000000018
PB,2502201.0,Bom Jesus,25006029.0,EEEFM PROF JOAQUIM UMBELINO,Estadual,85.7,92,72.4,0.855857,0.925477,0.737632,246.88,237.23,ND,260.31,237.74,ND,4.053786,3.580378,-,3.5,3.3,,3.7,3.9,-0.40000000000000036,
PB,2502300.0,Bom Sucesso,25000349.0,ECIT PADRE ARISTIDES,Estadual,81.5,97.3,100,0.820198,0.974605,1,235.44,270.12,ND,236.62,271.36,ND,3.538471,4.54561,-,2.9,4.4,,3.1,3.3,1.3000000000000003,
PB,2502409.0,Bonito de Santa Fé,25006223.0,ECI EEM MONSENHOR MORAIS,Estadual,64,81.6,100,0.632331,0.78437,1,241.6,255.19,ND,241.44,257.9,ND,3.697144,4.134422,-,2.3,3.2,,2.6,2.8,0.6000000000000001,
PB,2502508.0,Boqueirão,25051580.0,ECIT CONSELHEIRO JOSE BRAZ DO REGO,Estadual,85.2,97.2,100,0.85103,0.975706,1,253.85,295.68,270.27,250.66,304.06,269.3,4.007218,5.39412,4.516878,3.4,5.3,4.5,3.6,3.8,1.6999999999999997,0.7000000000000002
PB,2502508.0,Boqueirão,25117700.0,EEEFM SEVERINO BARBOSA CAMELO,Estadual,-,77.7,99.8,-,0.775477,0.998328,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2502607.0,Igaracy,25023896.0,ECI JOSELITA BRASILEIRO,Estadual,91,90.3,95.7,0.915202,0.905346,0.956606,253.25,271.29,ND,259.37,264.39,ND,4.129181,4.457701,-,3.8,4.0,,4.0,4.2,0.0,
PB,2502706.0,Borborema,25065513.0,ECIT EFIGENIO LEITE,Estadual,77.9,79.2,96.7,0.779092,0.799608,0.967825,223.64,259.97,ND,234.66,267.62,ND,3.3434,4.347066,-,2.6,3.5,,2.8,3.0,0.7000000000000002,
PB,2502805.0,Brejo do Cruz,25000640.0,ECIT JOSE OLIMPIO MAIA,Estadual,73.7,92.5,100,0.706391,0.932448,1,238.29,264.01,ND,242.05,268.76,ND,3.659787,4.420873,-,2.6,4.1,,2.8,3.0,1.2999999999999998,
PB,2502805.0,Brejo do Cruz,25000659.0,EEEFM ANTONIO GOMES,Estadual,-,58.2,94.1,-,0.594209,0.947003,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2502904.0,Brejo dos Santos,25001477.0,ECI EEFM PROFESSORA DIVA GUEDES DE ARAUJO,Estadual,77.5,72.1,100,0.790718,0.719222,1,262.38,251.52,ND,259.61,260.93,ND,4.261004,4.128236,-,3.4,3.0,,3.6,3.8,-0.6000000000000001,
PB,2503001.0,Caaporã,25100459.0,EEEF ALBERTO LUNDGREN,Estadual,-,72.8,99.4,-,0.727476,0.994309,-,ND,ND,-,ND,ND,-,-,-,-,,,,,,
PB,2503001.0,Caaporã,25120751.0,ECI AURICELIA MARIA DA COSTA,Estadual,82.1,93.5,99.4,0.82845,0.925361,0.994268,235.15,247.35,ND,232.88,260.02,ND,3.47841,4.056046,-,2.9,3.8,,3.1,3.3,0.6999999999999997,
PB,2503100.0,Cabaceiras,25053124.0,ECIT ALCIDES BEZERRA,Estadual,84,83.4,98.4,0.856988,0.835262,0.985222,ND,297.01,268.84,ND,296.35,274.59,-,5.29738,4.575986,-,4.4,4.5,,4.6,,-0.09999999999999964
PB,2503100.0,Cabaceiras,25053159.0,EEEF CLOVIS PEDROSA,Estadual,-,-,100,-,-,1,-,-,267.93,-,-,275.72,-,-,4.580121,-,,4.6,,,,
PB,2503209.0,Cabedelo,25091549.0,ECI JOSE GUEDES CAVALCANTE,Estadual,81.8,83.4,97.1,0.836749,0.843903,0.971554,242.67,280.5,ND,251.66,295.9,ND,3.865166,5.058762,-,3.2,4.3,,3.4,3.7,0.8999999999999999,
PB,2503209.0,Cabedelo,25091573.0,EEEF JOAO XXIII,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
PB,2503209.0,Cabedelo,25091603.0,EEEFM PEDRO AMERICO,Estadual,47.2,57.3,100,0.480979,0.538914,1,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2503209.0,Cabedelo,25091611.0,EEEFM PROFESSOR PEDRO ANIBAL MOURA,Estadual,65.9,76.7,99.1,0.655007,0.768263,0.989449,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2503209.0,Cabedelo,25091620.0,ECI EEFM ABREU E LIMA,Estadual,53,76.2,96.4,0.542837,0.735556,0.960617,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2503209.0,Cabedelo,25091638.0,ECI IMACULADA CONCEICAO,Estadual,68.8,-,-,0.693941,-,-,ND,-,-,ND,-,-,-,-,-,-,,,,,,
PB,2503209.0,Cabedelo,25128370.0,IFPB - CAMPUS AVANCADO CABEDELO CENTRO,Federal,-,-,74.3,-,-,0.722831,-,-,ND,-,-,ND,-,-,-,-,,,,,,
PB,2503209.0,Cabedelo,25282921.0,IFPB - CAMPUS CABEDELO,Federal,100,96.5,88.5,1,0.967632,0.8872,ND,ND,ND,ND,ND,ND,-,-,-,-,,,,,,
PB,2503308.0,Cachoeira dos Índios,25007092.0,ECI EEFM PROFESSOR ADALBERTO DE SOUSA OLIVEIRA,Estadual,59.7,79.6,89.6,0.600646,0.788898,0.898624,ND,251.62,ND,ND,263.28,ND,-,4.16482,-,-,3.3,,,3.5,,
PB,2503407.0,Cacimba de Areia,25019813.0,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO MEDIO ALDO SATIRO XAVIER,Estadual,99.2,100,100,0.990143,1,1,237.78,271.49,ND,237.06,264.67,ND,3.577923,4.464702,-,3.5,4.5,,3.8,4.0,0.7000000000000002,
PB,2503506.0,Cacimba de Dentro,25059629.0,ECI HUMBERTO LUCENA,Estadual,96,95.1,100,0.966665,0.954283,1,288.45,290.67,ND,300.92,302.34,ND,5.245569,5.298006,-,5.1,5.1,,5.3,5.5,-0.20000000000000018,
